"","Date","Jurisdiction.x","Name","County","Year","Month.x","Residents.Confirmed","Staff.Confirmed","Residents.Deaths","Staff.Deaths","Residents.Population","Staff.Population","Latitude","Longitude","County.FIPS","Age","Gender","Capacity","BJS.ID","Week","Institution","Total_Population","Design_Capacity","Percent_Occupied","Staffed_Capacity","Month.y","Jurisdiction.y","Residents.Confirmed.F","Residents.Confirmed_DailyChange"
"1894","2020-05-29","state","CALIFORNIA STATE PRISON SAN QUENTIN","Marin",2020,5,0,6,0,NA,3508,NA,37.94003982,-122.4903665,"06041","Adult","Male",3082,"050000000070300000000","2020-05-27","San Quentin State Prison (SQ)",3508,3082,113.8,3984,5,"state",0,0
"1895","2020-05-29","state","CHUCKAWALLA VALLEY STATE PRISON","Riverside",2020,5,242,18,0,NA,2285,NA,33.56257951,-114.9095058,"06065","Adult","Male",1738,"050000000075800000000","2020-05-27","Chuckawalla Valley State Prison (CVSP)",2285,1738,131.5,2578,5,"state",242,97
"1896","2020-05-29","state","CALIFORNIA MEDICAL FACILITY","Solano",2020,5,0,3,0,NA,2387,NA,38.32851019,-121.9791645,"06095","Adult","Mixed",2361,"050000000071100000000","2020-05-27","CALIFORNIA MEDICAL FACILITY",2387,2361,101.101228293096,2861,5,"state",0,0
"1897","2020-05-29","state","DEUEL VOCATIONAL INSTITUTION","San Joaquin",2020,5,0,2,0,NA,1893,NA,37.74805759,-121.3306264,"06077","Adult","Male",1681,"050000000070900000000","2020-05-27","Deuel Vocational Institution (DVI)",1893,1681,112.6,2413,5,"state",0,0
"1898","2020-05-29","state","CALIFORNIA REHABILITATION CENTER","Riverside",2020,5,0,10,0,NA,3234,NA,33.92691794,-117.5759442,"06065","Adult","Male",1962,"050000000070400000000","2020-05-27","California Rehabilitation Center (CRC)",3234,2491,129.8,3084,5,"state",0,0
"1899","2020-05-29","state","FOLSOM STATE PRISON","Sacramento",2020,5,0,4,0,NA,3058,NA,38.69538339,-121.1630324,"06067","Adult","Mixed",2066,"050000000079992900000","2020-05-27","FOLSOM STATE PRISON",3058,2469,123.855812069664,3516,5,"state",0,0
"1900","2020-05-29","state","HIGH DESERT STATE PRISON","Lassen",2020,5,0,3,0,NA,3421,NA,40.4034569,-120.5258579,"06035","Adult","Male",2324,"050000000079992000000","2020-05-27","High Desert State Prison (HDSP)",3421,2324,147.2,3461,5,"state",0,0
"1901","2020-05-29","state","CALIFORNIA CORRECTIONAL INSTITUTION","Kern",2020,5,0,9,0,NA,3655,NA,35.10991489,-118.5703307,"06029","Adult","Male",2783,"050000000071200000000","2020-05-27","California Correctional Institution (CCI)",3655,2783,131.3,4085,5,"state",0,0
"1902","2020-05-29","state","CALIFORNIA INSTITUTION FOR MEN","San Bernardino",2020,5,642,63,9,NA,3303,NA,33.98471223,-117.6823919,"06071","Adult","Male",2973,"050000000070500000000","2020-05-27","California Institution for Men (CIM)",3303,2976,111,4350,5,"state",642,7
"1903","2020-05-29","state","SIERRA CONSERVATION CENTER","Tuolumne",2020,5,1,0,0,NA,4042,NA,37.89168856,-120.5365401,"06109","Adult","Male",3836,"050000000070800000000","2020-05-27","Sierra Conservation Center (SCC)",4042,3836,105.4,4570,5,"state",1,0
"1904","2020-05-29","state","SALINAS VALLEY STATE PRISON","Monterey",2020,5,0,2,0,NA,2898,NA,36.47885699,-121.3743944,"06053","Adult","Male",2452,"050000000079991900000","2020-05-27","Salinas Valley State Prison (SVSP)",2898,2452,118.2,3509,5,"state",0,0
"1905","2020-05-29","state","NORTH KERN STATE PRISON","Kern",2020,5,1,3,0,NA,3026,NA,35.78188512,-119.3098757,"06029","Adult","Male",2694,"050000000079990800000","2020-05-27","North Kern State Prison (NKSP)",3026,2694,112.3,4011,5,"state",1,0
"1906","2020-05-29","state","CALIFORNIA INSTITUTION FOR WOMEN","San Bernardino",2020,5,132,11,0,NA,1521,NA,33.94974531,-117.636365,"06071","Adult","Female",1398,"050000000070600000000","2020-05-27","California Institution for Women (CIW)",1521,1398,108.8,1877,5,"state",132,2
"1907","2020-05-29","state","IRONWOOD STATE PRISON","Riverside",2020,5,0,15,0,NA,3203,NA,33.56098104,-114.9260354,"06065","Adult","Male",2200,"050000000079991100000","2020-05-27","Ironwood State Prison (ISP)",3203,2200,145.6,3300,5,"state",0,0
"1908","2020-05-29","state","VALLEY STATE PRISON","Madera",2020,5,0,1,0,NA,2985,NA,37.10547736,-120.1554719,"06039","Adult","Male",1980,"050000000079991300000","2020-05-27","Valley State Prison (VSP)",2985,1980,150.8,2954,5,"state",0,0
"1909","2020-05-29","state","WASCO STATE PRISON","Kern",2020,5,0,4,0,NA,3469,NA,35.59431189,-119.4083319,"06029","Adult","Male",2984,"050000000079990500000","2020-05-27","Wasco State Prison (WSP)",3469,2984,116.3,4447,5,"state",0,0
"1910","2020-05-29","state","PLEASANT VALLEY STATE PRISON","Fresno",2020,5,0,0,0,NA,3243,NA,36.13147309,-120.2488996,"06019","Adult","Male",2308,"050000000079991200000","2020-05-27","Pleasant Valley State Prison (PVSP)",3243,2308,140.5,3535,5,"state",0,0
"1911","2020-05-29","state","CENTRAL CALIFORNIA WOMENS FACILITY","Madera",2020,5,0,1,0,NA,2613,NA,37.09368073,-120.1527098,"06039","Adult","Female",2004,"050000000075700000000","2020-05-27","Central California Women's Facility (CCWF)",2613,2004,130.4,2988,5,"state",0,0
"1912","2020-05-29","state","CALIFORNIA HEALTH CARE FACILITY","San Joaquin",2020,5,0,6,0,NA,2710,NA,37.8947278,-121.1848441,"06077","Adult","Male",2951,NA,"2020-05-27","California Health Care Facility - Stockton (CHCF)",2710,2951,91.8,2951,5,"state",0,0
"1913","2020-05-29","state","PELICAN BAY STATE PRISON","Del Norte",2020,5,0,2,0,NA,2590,NA,41.85480851,-124.1490751,"06015","Adult","Male",2380,"050000000075900000000","2020-05-27","Pelican Bay State Prison (PBSP)",2590,2380,108.8,3361,5,"state",0,0
"1914","2020-05-29","state","CALIFORNIA STATE PRISON LOS ANGELES","Los Angeles",2020,5,127,46,0,NA,3151,NA,34.69359649,-118.2276136,"06037","Adult","Male",2300,"050000000079990900000","2020-05-27","California State Prison, Los Angeles County (LAC)",3151,2300,137,3400,5,"state",127,0
"1915","2020-05-29","state","KERN VALLEY STATE PRISON","Kern",2020,5,0,4,0,NA,3603,NA,35.76647437,-119.3253627,"06029","Adult","Male",2448,"050000000071112000000","2020-05-27","Kern Valley State Prison (KVSP)",3603,2448,147.2,3622,5,"state",0,0
"1916","2020-05-29","state","CALIFORNIA STATE PRISON CORCORAN","Kings",2020,5,1,8,0,NA,3721,NA,36.06081823,-119.549121,"06031","Adult","Male",3116,"050000000075500000000","2020-05-27","California State Prison, Corcoran (COR)",3721,3116,119.4,4476,5,"state",1,0
"1917","2020-05-29","state","CENTINELA STATE PRISON","Imperial",2020,5,4,19,0,NA,3323,NA,32.82339731,-115.7890555,"06025","Adult","Male",2308,"050000000079990700000","2020-05-27","Centinela State Prison (CEN)",3323,2308,144,3446,5,"state",4,0
"1918","2020-05-29","state","CALIPATRIA STATE PRISON","Imperial",2020,5,0,11,0,NA,3009,NA,33.16569337,-115.484344,"06025","Adult","Male",2308,"050000000079990600000","2020-05-27","Calipatria State Prison (CAL)",3009,2308,130.4,3451,5,"state",0,0
"1919","2020-05-29","state","RJ DONOVAN CORRECTIONAL FACILITY","San Diego",2020,5,0,6,0,NA,3794,NA,32.58456487,-116.9335763,"06073","Adult","Male",2992,NA,"2020-05-27","RJ Donovan Correctional Facility (RJD)",3794,2992,126.8,4038,5,"state",0,0
"1920","2020-05-29","state","CALIFORNIA STATE PRISON SOLANO","Solano",2020,5,0,0,0,NA,3734,NA,38.32077652,-121.9752369,"06095","Adult","Male",2610,"050000000079991400000","2020-05-27","California State Prison, Solano (SOL)",3734,2610,143.1,4010,5,"state",0,0
"1921","2020-05-30","state","CALIFORNIA STATE PRISON SAN QUENTIN","Marin",2020,5,0,6,0,NA,3508,NA,37.94003982,-122.4903665,"06041","Adult","Male",3082,"050000000070300000000","2020-05-27","San Quentin State Prison (SQ)",3508,3082,113.8,3984,5,"state",0,0
"1922","2020-05-30","state","MULE CREEK STATE PRISON","Amador",2020,5,0,1,0,NA,3983,NA,38.37074335,-120.9534458,"06005","Adult","Male",3284,"050000000075000000000","2020-05-27","Mule Creek State Prison (MCSP)",3983,3284,121.3,4207,5,"state",0,0
"1923","2020-05-30","state","AVENAL STATE PRISON","Kings",2020,5,241,21,0,NA,4162,NA,35.97394934,-120.1231018,"06031","Adult","Male",2920,"050000000075100000000","2020-05-27","Avenal State Prison (ASP)",4162,2920,142.5,4499,5,"state",241,25
"1924","2020-05-30","state","CHUCKAWALLA VALLEY STATE PRISON","Riverside",2020,5,243,18,0,NA,2285,NA,33.56257951,-114.9095058,"06065","Adult","Male",1738,"050000000075800000000","2020-05-27","Chuckawalla Valley State Prison (CVSP)",2285,1738,131.5,2578,5,"state",243,1
"1925","2020-05-30","state","DEUEL VOCATIONAL INSTITUTION","San Joaquin",2020,5,0,2,0,NA,1893,NA,37.74805759,-121.3306264,"06077","Adult","Male",1681,"050000000070900000000","2020-05-27","Deuel Vocational Institution (DVI)",1893,1681,112.6,2413,5,"state",0,0
"1926","2020-05-30","state","SALINAS VALLEY STATE PRISON","Monterey",2020,5,0,2,0,NA,2898,NA,36.47885699,-121.3743944,"06053","Adult","Male",2452,"050000000079991900000","2020-05-27","Salinas Valley State Prison (SVSP)",2898,2452,118.2,3509,5,"state",0,0
"1927","2020-05-30","state","CALIFORNIA HEALTH CARE FACILITY","San Joaquin",2020,5,0,6,0,NA,2710,NA,37.8947278,-121.1848441,"06077","Adult","Male",2951,NA,"2020-05-27","California Health Care Facility - Stockton (CHCF)",2710,2951,91.8,2951,5,"state",0,0
"1928","2020-05-30","state","SIERRA CONSERVATION CENTER","Tuolumne",2020,5,1,0,0,NA,4042,NA,37.89168856,-120.5365401,"06109","Adult","Male",3836,"050000000070800000000","2020-05-27","Sierra Conservation Center (SCC)",4042,3836,105.4,4570,5,"state",1,0
"1929","2020-05-30","state","CALIFORNIA CORRECTIONAL CENTER","Lassen",2020,5,0,0,0,NA,4023,NA,40.40195801,-120.5167302,"06035","Adult","Male",3883,"050000000070100000000","2020-05-27","California Correctional Center (CCC)",4023,3883,103.6,4752,5,"state",0,0
"1930","2020-05-30","state","VALLEY STATE PRISON","Madera",2020,5,0,1,0,NA,2985,NA,37.10547736,-120.1554719,"06039","Adult","Male",1980,"050000000079991300000","2020-05-27","Valley State Prison (VSP)",2985,1980,150.8,2954,5,"state",0,0
"1931","2020-05-30","state","CALIFORNIA MEDICAL FACILITY","Solano",2020,5,0,3,0,NA,2387,NA,38.32851019,-121.9791645,"06095","Adult","Mixed",2361,"050000000071100000000","2020-05-27","CALIFORNIA MEDICAL FACILITY",2387,2361,101.101228293096,2861,5,"state",0,0
"1932","2020-05-30","state","CENTINELA STATE PRISON","Imperial",2020,5,4,19,0,NA,3323,NA,32.82339731,-115.7890555,"06025","Adult","Male",2308,"050000000079990700000","2020-05-27","Centinela State Prison (CEN)",3323,2308,144,3446,5,"state",4,0
"1933","2020-05-30","state","WASCO STATE PRISON","Kern",2020,5,0,4,0,NA,3469,NA,35.59431189,-119.4083319,"06029","Adult","Male",2984,"050000000079990500000","2020-05-27","Wasco State Prison (WSP)",3469,2984,116.3,4447,5,"state",0,0
"1934","2020-05-30","state","IRONWOOD STATE PRISON","Riverside",2020,5,0,15,0,NA,3203,NA,33.56098104,-114.9260354,"06065","Adult","Male",2200,"050000000079991100000","2020-05-27","Ironwood State Prison (ISP)",3203,2200,145.6,3300,5,"state",0,0
"1935","2020-05-30","state","FOLSOM STATE PRISON","Sacramento",2020,5,0,4,0,NA,3058,NA,38.69538339,-121.1630324,"06067","Adult","Mixed",2066,"050000000079992900000","2020-05-27","FOLSOM STATE PRISON",3058,2469,123.855812069664,3516,5,"state",0,0
"1936","2020-05-30","state","NORTH KERN STATE PRISON","Kern",2020,5,1,3,0,NA,3026,NA,35.78188512,-119.3098757,"06029","Adult","Male",2694,"050000000079990800000","2020-05-27","North Kern State Prison (NKSP)",3026,2694,112.3,4011,5,"state",1,0
"1937","2020-05-30","state","CORRECTIONAL TRAINING FACILITY","Monterey",2020,5,0,2,0,NA,4783,NA,36.46964789,-121.3822324,"06053",NA,"Male",3312,"050000000070700000000","2020-05-27","Correctional Training Facility (CTF)",4783,3312,144.4,4941,5,"state",0,0
"1938","2020-05-30","state","PELICAN BAY STATE PRISON","Del Norte",2020,5,0,2,0,NA,2590,NA,41.85480851,-124.1490751,"06015","Adult","Male",2380,"050000000075900000000","2020-05-27","Pelican Bay State Prison (PBSP)",2590,2380,108.8,3361,5,"state",0,0
"1939","2020-05-30","state","CALIFORNIA STATE PRISON SACRAMENTO","Sacramento",2020,5,0,5,0,NA,2345,NA,38.69444411,-121.1539037,"06067","Adult","Male",1828,"050000000075600000000","2020-05-27","California State Prison, Sacramento (SAC)",2345,1828,128.3,2545,5,"state",0,0
"1940","2020-05-30","state","HIGH DESERT STATE PRISON","Lassen",2020,5,0,3,0,NA,3421,NA,40.4034569,-120.5258579,"06035","Adult","Male",2324,"050000000079992000000","2020-05-27","High Desert State Prison (HDSP)",3421,2324,147.2,3461,5,"state",0,0
"1941","2020-05-30","state","KERN VALLEY STATE PRISON","Kern",2020,5,0,4,0,NA,3603,NA,35.76647437,-119.3253627,"06029","Adult","Male",2448,"050000000071112000000","2020-05-27","Kern Valley State Prison (KVSP)",3603,2448,147.2,3622,5,"state",0,0
"1942","2020-05-30","state","CENTRAL CALIFORNIA WOMENS FACILITY","Madera",2020,5,0,1,0,NA,2613,NA,37.09368073,-120.1527098,"06039","Adult","Female",2004,"050000000075700000000","2020-05-27","Central California Women's Facility (CCWF)",2613,2004,130.4,2988,5,"state",0,0
"1943","2020-05-30","state","CALIFORNIA STATE PRISON LOS ANGELES","Los Angeles",2020,5,127,46,0,NA,3151,NA,34.69359649,-118.2276136,"06037","Adult","Male",2300,"050000000079990900000","2020-05-27","California State Prison, Los Angeles County (LAC)",3151,2300,137,3400,5,"state",127,0
"1944","2020-05-30","state","CALIFORNIA STATE PRISON SOLANO","Solano",2020,5,0,0,0,NA,3734,NA,38.32077652,-121.9752369,"06095","Adult","Male",2610,"050000000079991400000","2020-05-27","California State Prison, Solano (SOL)",3734,2610,143.1,4010,5,"state",0,0
"1945","2020-05-30","state","PLEASANT VALLEY STATE PRISON","Fresno",2020,5,0,0,0,NA,3243,NA,36.13147309,-120.2488996,"06019","Adult","Male",2308,"050000000079991200000","2020-05-27","Pleasant Valley State Prison (PVSP)",3243,2308,140.5,3535,5,"state",0,0
"1946","2020-05-30","state","CALIFORNIA CORRECTIONAL INSTITUTION","Kern",2020,5,0,9,0,NA,3655,NA,35.10991489,-118.5703307,"06029","Adult","Male",2783,"050000000071200000000","2020-05-27","California Correctional Institution (CCI)",3655,2783,131.3,4085,5,"state",0,0
"1947","2020-05-30","state","CALIPATRIA STATE PRISON","Imperial",2020,5,0,11,0,NA,3009,NA,33.16569337,-115.484344,"06025","Adult","Male",2308,"050000000079990600000","2020-05-27","Calipatria State Prison (CAL)",3009,2308,130.4,3451,5,"state",0,0
"1948","2020-05-30","state","RJ DONOVAN CORRECTIONAL FACILITY","San Diego",2020,5,0,6,0,NA,3794,NA,32.58456487,-116.9335763,"06073","Adult","Male",2992,NA,"2020-05-27","RJ Donovan Correctional Facility (RJD)",3794,2992,126.8,4038,5,"state",0,0
"1949","2020-05-30","state","CALIFORNIA REHABILITATION CENTER","Riverside",2020,5,0,10,0,NA,3234,NA,33.92691794,-117.5759442,"06065","Adult","Male",1962,"050000000070400000000","2020-05-27","California Rehabilitation Center (CRC)",3234,2491,129.8,3084,5,"state",0,0
"1950","2020-05-30","state","CALIFORNIA INSTITUTION FOR MEN","San Bernardino",2020,5,654,63,9,NA,3303,NA,33.98471223,-117.6823919,"06071","Adult","Male",2973,"050000000070500000000","2020-05-27","California Institution for Men (CIM)",3303,2976,111,4350,5,"state",654,12
"1951","2020-05-30","state","CALIFORNIA STATE PRISON CORCORAN","Kings",2020,5,1,8,0,NA,3721,NA,36.06081823,-119.549121,"06031","Adult","Male",3116,"050000000075500000000","2020-05-27","California State Prison, Corcoran (COR)",3721,3116,119.4,4476,5,"state",1,0
"1952","2020-05-30","state","CALIFORNIA INSTITUTION FOR WOMEN","San Bernardino",2020,5,158,11,0,NA,1521,NA,33.94974531,-117.636365,"06071","Adult","Female",1398,"050000000070600000000","2020-05-27","California Institution for Women (CIW)",1521,1398,108.8,1877,5,"state",158,26
"1953","2020-05-31","state","FOLSOM STATE PRISON","Sacramento",2020,5,0,4,0,NA,3058,NA,38.69538339,-121.1630324,"06067","Adult","Mixed",2066,"050000000079992900000","2020-05-27","FOLSOM STATE PRISON",3058,2469,123.855812069664,3516,5,"state",0,0
"1954","2020-05-31","state","CALIFORNIA CORRECTIONAL CENTER","Lassen",2020,5,0,0,0,NA,4023,NA,40.40195801,-120.5167302,"06035","Adult","Male",3883,"050000000070100000000","2020-05-27","California Correctional Center (CCC)",4023,3883,103.6,4752,5,"state",0,0
"1955","2020-05-31","state","SIERRA CONSERVATION CENTER","Tuolumne",2020,5,1,0,0,NA,4042,NA,37.89168856,-120.5365401,"06109","Adult","Male",3836,"050000000070800000000","2020-05-27","Sierra Conservation Center (SCC)",4042,3836,105.4,4570,5,"state",1,0
"1956","2020-05-31","state","CALIFORNIA HEALTH CARE FACILITY","San Joaquin",2020,5,0,6,0,NA,2710,NA,37.8947278,-121.1848441,"06077","Adult","Male",2951,NA,"2020-05-27","California Health Care Facility - Stockton (CHCF)",2710,2951,91.8,2951,5,"state",0,0
"1957","2020-05-31","state","CHUCKAWALLA VALLEY STATE PRISON","Riverside",2020,5,477,18,0,NA,2285,NA,33.56257951,-114.9095058,"06065","Adult","Male",1738,"050000000075800000000","2020-05-27","Chuckawalla Valley State Prison (CVSP)",2285,1738,131.5,2578,5,"state",477,234
"1958","2020-05-31","state","IRONWOOD STATE PRISON","Riverside",2020,5,0,15,0,NA,3203,NA,33.56098104,-114.9260354,"06065","Adult","Male",2200,"050000000079991100000","2020-05-27","Ironwood State Prison (ISP)",3203,2200,145.6,3300,5,"state",0,0
"1959","2020-05-31","state","CALIFORNIA CORRECTIONAL INSTITUTION","Kern",2020,5,0,9,0,NA,3655,NA,35.10991489,-118.5703307,"06029","Adult","Male",2783,"050000000071200000000","2020-05-27","California Correctional Institution (CCI)",3655,2783,131.3,4085,5,"state",0,0
"1960","2020-05-31","state","CALIFORNIA STATE PRISON SACRAMENTO","Sacramento",2020,5,0,5,0,NA,2345,NA,38.69444411,-121.1539037,"06067","Adult","Male",1828,"050000000075600000000","2020-05-27","California State Prison, Sacramento (SAC)",2345,1828,128.3,2545,5,"state",0,0
"1961","2020-05-31","state","CORRECTIONAL TRAINING FACILITY","Monterey",2020,5,0,2,0,NA,4783,NA,36.46964789,-121.3822324,"06053",NA,"Male",3312,"050000000070700000000","2020-05-27","Correctional Training Facility (CTF)",4783,3312,144.4,4941,5,"state",0,0
"1962","2020-05-31","state","WASCO STATE PRISON","Kern",2020,5,0,4,0,NA,3469,NA,35.59431189,-119.4083319,"06029","Adult","Male",2984,"050000000079990500000","2020-05-27","Wasco State Prison (WSP)",3469,2984,116.3,4447,5,"state",0,0
"1963","2020-05-31","state","AVENAL STATE PRISON","Kings",2020,5,96,21,0,NA,4162,NA,35.97394934,-120.1231018,"06031","Adult","Male",2920,"050000000075100000000","2020-05-27","Avenal State Prison (ASP)",4162,2920,142.5,4499,5,"state",96,-145
"1964","2020-05-31","state","CALIFORNIA INSTITUTION FOR MEN","San Bernardino",2020,5,659,63,9,NA,3303,NA,33.98471223,-117.6823919,"06071","Adult","Male",2973,"050000000070500000000","2020-05-27","California Institution for Men (CIM)",3303,2976,111,4350,5,"state",659,5
"1965","2020-05-31","state","VALLEY STATE PRISON","Madera",2020,5,0,1,0,NA,2985,NA,37.10547736,-120.1554719,"06039","Adult","Male",1980,"050000000079991300000","2020-05-27","Valley State Prison (VSP)",2985,1980,150.8,2954,5,"state",0,0
"1966","2020-05-31","state","SALINAS VALLEY STATE PRISON","Monterey",2020,5,0,2,0,NA,2898,NA,36.47885699,-121.3743944,"06053","Adult","Male",2452,"050000000079991900000","2020-05-27","Salinas Valley State Prison (SVSP)",2898,2452,118.2,3509,5,"state",0,0
"1967","2020-05-31","state","CALIFORNIA STATE PRISON SAN QUENTIN","Marin",2020,5,0,6,0,NA,3508,NA,37.94003982,-122.4903665,"06041","Adult","Male",3082,"050000000070300000000","2020-05-27","San Quentin State Prison (SQ)",3508,3082,113.8,3984,5,"state",0,0
"1968","2020-05-31","state","CALIFORNIA STATE PRISON LOS ANGELES","Los Angeles",2020,5,127,46,0,NA,3151,NA,34.69359649,-118.2276136,"06037","Adult","Male",2300,"050000000079990900000","2020-05-27","California State Prison, Los Angeles County (LAC)",3151,2300,137,3400,5,"state",127,0
"1969","2020-05-31","state","CALIFORNIA STATE PRISON SOLANO","Solano",2020,5,0,0,0,NA,3734,NA,38.32077652,-121.9752369,"06095","Adult","Male",2610,"050000000079991400000","2020-05-27","California State Prison, Solano (SOL)",3734,2610,143.1,4010,5,"state",0,0
"1970","2020-05-31","state","NORTH KERN STATE PRISON","Kern",2020,5,1,3,0,NA,3026,NA,35.78188512,-119.3098757,"06029","Adult","Male",2694,"050000000079990800000","2020-05-27","North Kern State Prison (NKSP)",3026,2694,112.3,4011,5,"state",1,0
"1971","2020-05-31","state","CENTINELA STATE PRISON","Imperial",2020,5,4,19,0,NA,3323,NA,32.82339731,-115.7890555,"06025","Adult","Male",2308,"050000000079990700000","2020-05-27","Centinela State Prison (CEN)",3323,2308,144,3446,5,"state",4,0
"1972","2020-05-31","state","KERN VALLEY STATE PRISON","Kern",2020,5,0,4,0,NA,3603,NA,35.76647437,-119.3253627,"06029","Adult","Male",2448,"050000000071112000000","2020-05-27","Kern Valley State Prison (KVSP)",3603,2448,147.2,3622,5,"state",0,0
"1973","2020-05-31","state","HIGH DESERT STATE PRISON","Lassen",2020,5,0,3,0,NA,3421,NA,40.4034569,-120.5258579,"06035","Adult","Male",2324,"050000000079992000000","2020-05-27","High Desert State Prison (HDSP)",3421,2324,147.2,3461,5,"state",0,0
"1974","2020-05-31","state","CALIFORNIA INSTITUTION FOR WOMEN","San Bernardino",2020,5,159,11,0,NA,1521,NA,33.94974531,-117.636365,"06071","Adult","Female",1398,"050000000070600000000","2020-05-27","California Institution for Women (CIW)",1521,1398,108.8,1877,5,"state",159,1
"1975","2020-05-31","state","PLEASANT VALLEY STATE PRISON","Fresno",2020,5,0,0,0,NA,3243,NA,36.13147309,-120.2488996,"06019","Adult","Male",2308,"050000000079991200000","2020-05-27","Pleasant Valley State Prison (PVSP)",3243,2308,140.5,3535,5,"state",0,0
"1976","2020-05-31","state","CALIFORNIA MEDICAL FACILITY","Solano",2020,5,0,3,0,NA,2387,NA,38.32851019,-121.9791645,"06095","Adult","Mixed",2361,"050000000071100000000","2020-05-27","CALIFORNIA MEDICAL FACILITY",2387,2361,101.101228293096,2861,5,"state",0,0
"1977","2020-05-31","state","CALIFORNIA STATE PRISON CORCORAN","Kings",2020,5,2,8,0,NA,3721,NA,36.06081823,-119.549121,"06031","Adult","Male",3116,"050000000075500000000","2020-05-27","California State Prison, Corcoran (COR)",3721,3116,119.4,4476,5,"state",2,1
"1978","2020-05-31","state","RJ DONOVAN CORRECTIONAL FACILITY","San Diego",2020,5,0,6,0,NA,3794,NA,32.58456487,-116.9335763,"06073","Adult","Male",2992,NA,"2020-05-27","RJ Donovan Correctional Facility (RJD)",3794,2992,126.8,4038,5,"state",0,0
"1979","2020-05-31","state","DEUEL VOCATIONAL INSTITUTION","San Joaquin",2020,5,0,2,0,NA,1893,NA,37.74805759,-121.3306264,"06077","Adult","Male",1681,"050000000070900000000","2020-05-27","Deuel Vocational Institution (DVI)",1893,1681,112.6,2413,5,"state",0,0
"1980","2020-05-31","state","PELICAN BAY STATE PRISON","Del Norte",2020,5,0,2,0,NA,2590,NA,41.85480851,-124.1490751,"06015","Adult","Male",2380,"050000000075900000000","2020-05-27","Pelican Bay State Prison (PBSP)",2590,2380,108.8,3361,5,"state",0,0
"1981","2020-05-31","state","CENTRAL CALIFORNIA WOMENS FACILITY","Madera",2020,5,0,1,0,NA,2613,NA,37.09368073,-120.1527098,"06039","Adult","Female",2004,"050000000075700000000","2020-05-27","Central California Women's Facility (CCWF)",2613,2004,130.4,2988,5,"state",0,0
"1982","2020-05-31","state","MULE CREEK STATE PRISON","Amador",2020,5,0,1,0,NA,3983,NA,38.37074335,-120.9534458,"06005","Adult","Male",3284,"050000000075000000000","2020-05-27","Mule Creek State Prison (MCSP)",3983,3284,121.3,4207,5,"state",0,0
"1983","2020-05-31","state","CALIPATRIA STATE PRISON","Imperial",2020,5,0,11,0,NA,3009,NA,33.16569337,-115.484344,"06025","Adult","Male",2308,"050000000079990600000","2020-05-27","Calipatria State Prison (CAL)",3009,2308,130.4,3451,5,"state",0,0
"1984","2020-05-31","state","CALIFORNIA REHABILITATION CENTER","Riverside",2020,5,0,10,0,NA,3234,NA,33.92691794,-117.5759442,"06065","Adult","Male",1962,"050000000070400000000","2020-05-27","California Rehabilitation Center (CRC)",3234,2491,129.8,3084,5,"state",0,0
"1985","2020-06-01","state","KERN VALLEY STATE PRISON","Kern",2020,6,0,4,0,NA,3603,NA,35.76647437,-119.3253627,"06029","Adult","Male",2448,"050000000071112000000","2020-05-27","Kern Valley State Prison (KVSP)",3603,2448,147.2,3622,5,"state",0,0
"1986","2020-06-01","state","MULE CREEK STATE PRISON","Amador",2020,6,0,1,0,NA,3983,NA,38.37074335,-120.9534458,"06005","Adult","Male",3284,"050000000075000000000","2020-05-27","Mule Creek State Prison (MCSP)",3983,3284,121.3,4207,5,"state",0,0
"1987","2020-06-01","state","CALIFORNIA STATE PRISON SAN QUENTIN","Marin",2020,6,0,6,0,NA,3508,NA,37.94003982,-122.4903665,"06041","Adult","Male",3082,"050000000070300000000","2020-05-27","San Quentin State Prison (SQ)",3508,3082,113.8,3984,5,"state",0,0
"1988","2020-06-01","state","HIGH DESERT STATE PRISON","Lassen",2020,6,0,3,0,NA,3421,NA,40.4034569,-120.5258579,"06035","Adult","Male",2324,"050000000079992000000","2020-05-27","High Desert State Prison (HDSP)",3421,2324,147.2,3461,5,"state",0,0
"1989","2020-06-01","state","CALIFORNIA STATE PRISON SACRAMENTO","Sacramento",2020,6,0,5,0,NA,2345,NA,38.69444411,-121.1539037,"06067","Adult","Male",1828,"050000000075600000000","2020-05-27","California State Prison, Sacramento (SAC)",2345,1828,128.3,2545,5,"state",0,0
"1990","2020-06-01","state","CALIFORNIA MEDICAL FACILITY","Solano",2020,6,0,3,0,NA,2387,NA,38.32851019,-121.9791645,"06095","Adult","Mixed",2361,"050000000071100000000","2020-05-27","CALIFORNIA MEDICAL FACILITY",2387,2361,101.101228293096,2861,5,"state",0,0
"1991","2020-06-01","state","CENTINELA STATE PRISON","Imperial",2020,6,4,22,0,NA,3323,NA,32.82339731,-115.7890555,"06025","Adult","Male",2308,"050000000079990700000","2020-05-27","Centinela State Prison (CEN)",3323,2308,144,3446,5,"state",4,0
"1992","2020-06-01","state","SIERRA CONSERVATION CENTER","Tuolumne",2020,6,1,0,0,NA,4042,NA,37.89168856,-120.5365401,"06109","Adult","Male",3836,"050000000070800000000","2020-05-27","Sierra Conservation Center (SCC)",4042,3836,105.4,4570,5,"state",1,0
